-5574.3502072398,-14174.5842981817,-11853.2067357384,-11048.9579918364,-11006.7310747644,-14237.4154339173,-11801.8388924904,-17462.429894489
-5588.08690291623,-14176.0013943136,-11852.6362177527,-11048.7259603088,-11007.015342804,-14237.9909692329,-11800.6051045414,-17461.1166346117
-5612.0363863223,-14188.7118934903,-11868.9396527757,-11065.9338826356,-11023.5450217834,-14254.7758121003,-11817.1971057301,-17475.5450142258
-5619.79216404828,-14189.736540375,-11867.3579553014,-11066.4983495209,-11023.0595251871,-14254.8222800643,-11815.819652742,-17473.2524387559
-5623.75016057517,-14195.6211565061,-11870.3612638775,-11071.8820135225,-11028.8997088446,-14257.7215913529,-11818.9827984735,-17478.2549211028
-5619.39305257822,-14191.8403226821,-11870.1501090661,-11070.6112367826,-11029.0622331135,-14253.2886770748,-11818.2567411568,-17476.0305587293
-5623.46496145917,-14189.4764956554,-11868.8044467718,-11066.6985231469,-11023.6822235122,-14250.7129502486,-11815.6438265424,-17470.5930032929
-5629.55220317304,-14191.4473771139,-11869.7003851027,-11069.7957399932,-11023.6131939925,-14254.1141694948,-11817.9890527573,-17477.5362487121
-5614.84738047474,-14187.5325033875,-11864.0402464559,-11062.0060421784,-11019.2576171042,-14250.1648083162,-11813.8509078539,-17472.4142385177
-5617.81622781496,-14197.8906925464,-11878.0109867563,-11073.2667964254,-11033.0767887135,-14261.479780017,-11825.7171688962,-17483.492900068
-5605.09058200212,-14178.4773697902,-11858.8470380808,-11057.0001458574,-11013.4478806646,-14242.6695761398,-11807.312890437,-17468.3314225249
-5578.91415622055,-14162.4563621875,-11840.6817285488,-11035.3934757671,-10994.3595243334,-14227.4573379985,-11791.0839229286,-17447.7840175114
-5594.35462144842,-14186.2217879124,-11865.9022204607,-11057.6879260212,-11018.6140615054,-14249.7023753996,-11814.6114424275,-17478.4940473157
-5593.31063022597,-14187.9852318919,-11868.2194207593,-11059.4883309367,-11019.0114054305,-14250.0568358033,-11816.7968703888,-17482.8641205707
-5589.6042273874,-14193.5724590524,-11874.4783326225,-11065.0621056549,-11024.5912984381,-14260.458955634,-11823.3148072599,-17481.0959768391
